LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 31535, 0, 5.50820269145394, 24.617513020833336, 5.508028027492393,
1, 7461, 0, 2.6269937005763304, 23.557692307692307, 2.626641651031895,
2, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850831,
3, 7461, 0, 10.507974802305322, 94.23076923076923, 10.50656660412758,
4, 7461, 0, 10.507974802305322, 94.23076923076923, 10.50656660412758,
5, 9957, 0, 7.873857587626795, 23.557692307692307, 7.873066880899779,
6, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850831,
7, 7461, 0, 10.507974802305322, 94.23076923076923, 10.50656660412758,
8, 9957, 0, 7.873857587626795, 23.557692307692307, 7.873066880899779,
9, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850831,
10, 7461, 0, 10.507974802305322, 94.23076923076923, 10.50656660412758,
11, 3063, 0, 13.728370878223963, 41.064453125, 13.72389033942559,
12, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
13, 5103, 0, 15.363511659807957, 76.5625, 15.360501567398119,
14, 6127, 0, 27.4522604863718, 82.12890625, 27.447780678851174,
15, 4087, 0, 19.182774651333496, 38.28125, 19.17808219178082,
16, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
17, 5103, 0, 15.363511659807957, 76.5625, 15.360501567398119,
18, 4087, 0, 19.182774651333496, 38.28125, 19.17808219178082,
19, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
20, 5103, 0, 15.363511659807957, 76.5625, 15.360501567398119,
21, 4087, 0, 19.182774651333496, 38.28125, 19.17808219178082,
22, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
23, 5103, 0, 15.363511659807957, 76.5625, 15.360501567398119,
24, 1021, 0, 44.07443682664055, 87.890625, 44.031311154598825,
25, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
26, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
27, 4087, 0, 44.04208465867384, 87.890625, 44.031311154598825,
28, 1533, 0, 51.141552511415526, 76.5625, 51.10821382007823,
29, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
30, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
31, 1533, 0, 51.141552511415526, 76.5625, 51.10821382007823,
32, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
33, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
34, 1533, 0, 51.141552511415526, 76.5625, 51.10821382007823,
35, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
36, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
37, 1533, 0, 51.141552511415526, 76.5625, 51.10821382007823,
38, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
39, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
40, 1533, 0, 51.141552511415526, 76.5625, 51.10821382007823,
41, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
42, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924283,
43, 3067, 0, 16.693837626344962, 25.0, 16.6883963494133,
44, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
45, 8175, 0, 9.590214067278287, 19.140625, 9.58904109589041,
46, 12271, 0, 16.68975633607693, 25.0, 16.6883963494133,
47, 5115, 0, 15.327468230694038, 19.140625, 15.32447224394058,
48, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
49, 8175, 0, 9.590214067278287, 19.140625, 9.58904109589041,
50, 5115, 0, 15.327468230694038, 19.140625, 15.32447224394058,
51, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
52, 8175, 0, 9.590214067278287, 19.140625, 9.58904109589041,
53, 10231, 0, 0.30544423809989246, 0.3814697265625, 0.30541438623924944,
